text,Comment,Pattern Category,Pattern Type,Where in website?,label
Nightforce New Year Clearance,Banner/Popup,Not Dark Pattern,Not Applicable,Product Page,0.0
SUPPORT THE AMERICAN SUPRESSOR ASSOCIATION,$1.00 donation is default,Sneaking,Hard to Cancel,Other Page,1.0
Custom Board Quote,Account creation,Not Dark Pattern,Not Applicable,Other Page,0.0
 Charity Collection ,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
James from Colonia purchased a,Periodic popup,Social Proof,Activity Notification,Product Page,1.0
$132.90 $99.00,Side wheel pop-up,Misdirection,Low-stock Message,Product Page,1.0
Graphic T-Shirts,Banner,Not Dark Pattern,Not Applicable,Product Page,0.0
 Landofcoder can power almost ANY marketplace you think of,Product detail,Not Dark Pattern,Not Applicable,Cart Page,0.0
I always order from them! Such good quality for the price you pay! Will always be back!,Popup,Not Dark Pattern,Not Applicable,Product Page,0.0
I have not had my hair so soft and shiny in such a long time and my grey was completely covered! So incredibly happy.,Popup,Not Dark Pattern,Not Applicable,Product Page,0.0
 Excellent service all round ,Banner,Not Dark Pattern,Not Applicable,Product Page,0.0
View all,Banner,Not Dark Pattern,Not Applicable,Product Page,0.0
 韓國香氛 Cosmic Mansion ,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Nighty For Honeymoon,Product detail,Not Dark Pattern,Not Applicable,Product Page,0.0
"HURRY, ONLY 1 LEFT!",Product detail,Scarcity,Low-stock Message,Product Page,1.0
Shop All Vape Kits,Banner,Not Dark Pattern,Not Applicable,Product Page,0.0
 Shoe Care ,19.99 becomes 38.35. Care and handling is not disclosed. The others are disclosed in small gray font.,Not Dark Pattern,Not Applicable,Other Page,0.0
"No thanks, I don't want to save up to 75%",Popup,Misdirection,Confirmshaming,Product Page,1.0
"Tristan in Markham, Canada purchased a Dragon Baseball Jersey",Periodic popup,Social Proof,Activity Notification,Product Page,1.0
THE SET INCLUDES:,Periodic popup,Not Dark Pattern,Not Applicable,Product Page,0.0
 Short,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
7 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
"Be part of the best family ever & enjoy 15% in VIP Benefits on every order, every day. That's 10% Instant Savings plus 5% back in Rewards Cash on everything. Plus, enjoy 90 days to test run your shoes, socks, and insoles. And so much more! Join today for just $1.99 your first year.  ",Call to cancel,Sneaking,Hard to Cancel,Other Page,1.0
Add to Wish List(13 People Have Added),Product detail,Social Proof,Activity Notification,Product Page,1.0
Womens Plaid Clothing,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Embossing Powder,Account creation,Not Dark Pattern,Not Applicable,Product Page,0.0
"No thanks, I want to pay the full price.",Popup,Misdirection,Confirmshaming,Product Page,1.0
Only 1 item left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
"Mounif in Pittsburgh, United States purchased",Periodic popup,Social Proof,Activity Notification,Product Page,1.0
Your order is reserved for 09:43 minutes!,Conversion pirate,Urgency,Countdown Timer,Checkout Process,1.0
Platinum-Dipped Rose,38 becomes 55,Not Dark Pattern,Not Applicable,Product Page,0.0
5 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,1.0
"No thanks, I prefer to pay full price.",Popup,Misdirection,Confirmshaming,Product Page,1.0
"Rs 4,013 (Retail Discount) + Rs 2,997 (Limited Time Coupon)",Product detail,Urgency,Limited-time Message,Product Page,1.0
 A-Z Luxury Brands ,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
 Fashion Short Sleeve Crew Neck Print Dress ,Periodic popup,Not Dark Pattern,Not Applicable,Product Page,0.0
We have 1 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
12 recently purchased it.,Product detail,Social Proof,Activity Notification,Product Page,1.0
 Wife ,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
"By signing up via text, you agree to receive recurring automated promotional and personalized marketing text messages from SPANX®. Msg & data rates apply. View Terms of Use & Privacy Policy.",Call to cancel,Not Dark Pattern,Not Applicable,Checkout Process,0.0
0 DAYS22 HOURS13 MINUTES21 SECONDS ,Product detail,Urgency,Countdown Timer,Product Page,1.0
 Articles: Medical Matters ,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
"Only 5 left , In Stock",Product detail,Scarcity,Low-stock Message,Product Page,1.0
Jamie from Eloy United States purchased a CBD Oil Vape Additives 4 Pack About 7 hours ago,Periodic popup,Social Proof,Activity Notification,Product Page,1.0
251 people are viewing this right now,Product detail,Social Proof,Activity Notification,Product Page,1.0
All Girls Clothing,Banner,Not Dark Pattern,Not Applicable,Product Page,0.0
Join the Team,Call to cancel,Not Dark Pattern,Not Applicable,Product Page,0.0
Vintage Fancy Red Bracelet Watch Women's,Periodic popup,Not Dark Pattern,Not Applicable,Product Page,0.0
HURRY ONLY 1 ITEM LEFT!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
What Are Healing Crystals?,Product detail,Not Dark Pattern,Not Applicable,Product Page,0.0
404 Orders,Banner,Social Proof,Limited-time Message,Product Page,1.0
Carpet Python Vivariums,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
"50% OFF Everything (yep, even sale) + $5.99 Shipping* ENDS IN 12h 13m 56s",Product detail,Urgency,Countdown Timer,Product Page,1.0
"Tyler in Norwalk, United States purchased a",Periodic popup,Social Proof,Activity Notification,Product Page,1.0
Someone in Pittsworth bought a Ultimate COLT Anal Training Kit 2 hours ago,Periodic popup,Social Proof,Activity Notification,Product Page,1.0
#6 Bestseller in Rugs This item was viewed 92 times in the last day.,Product image,Social Proof,Activity Notification,Product Page,1.0
"Someone in Shelby twp, United States just bought Galaxy Note 8 10000mAh ZeroShock Battery Case 3 days ago",Periodic popup,Social Proof,Activity Notification,Product Page,1.0
Charleston ,Account creation,Not Dark Pattern,Not Applicable,Product Page,0.0
Power Button Covers,Cart,Not Dark Pattern,Not Applicable,Product Page,0.0
(Only 1 left!),Product detail,Scarcity,Low-stock Message,Product Page,1.0
Discreet packaging,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
"How do I cancel my membership? We are confident you will enjoy your Premium Membership. If for any reason you are not completely satisfied within the first 30 days of your paid Annual Membership, we will refund 100% of your membership fee no questions asked. After 30 days we will refund your membership fee on a pro-rated basis. There are no refunds on Monthly Memberships. To obtain a refund, please contact us at 1-855-253-0822 or by email at wwgoasubscription@program-director.net.",Call to cancel,Obstruction,Hard to Cancel,Other Page,1.0
Last one available,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Mens Footwear,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
 Upcoming Events ,Cart,Not Dark Pattern,Not Applicable,Product Page,0.0
Beetle Remotes,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Free People,Banner,Not Dark Pattern,Not Applicable,Product Page,0.0
"Carol in St. Louis, Missouri bought Original USB Charging Anti-Theft Backpack",Periodic popup,Social Proof,Activity Notification,Product Page,1.0
ONLY 4 LEFT IN STOCK,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Shop All Golf Balls,Banner,Not Dark Pattern,Not Applicable,Product Page,0.0
Sunglasses and Eyewear,Popup,Not Dark Pattern,Not Applicable,Product Page,0.0
 Gut Health ,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
"Dog Collars, Leads & Tethers",Account creation,Not Dark Pattern,Not Applicable,Product Page,0.0
 Naked Wolfe ,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
How about these?,Adding to cart results in upselling,Misdirection,Pressured Selling,Product Page,1.0
Only 14 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
 Optimized Patch System ,Email to Cancel,Not Dark Pattern,Not Applicable,Product Page,0.0
Product Tagline,Product detail,Not Dark Pattern,Not Applicable,Product Page,0.0
Anniversary Gifts ,Cart,Not Dark Pattern,Not Applicable,Cart Page,0.0
"No, thanks, I´d rather pay more",Popup,Misdirection,Confirmshaming,Product Page,1.0
"Someone in Culgoa, Australia purchased Savelli Epic Mens Comfortable Leather Lace Up Boots Made In Brazil",Periodic popup,Social Proof,Activity Notification,Product Page,1.0
1 Left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
I don't want a discount,Popup,Misdirection,Confirmshaming,Product Page,1.0
Healthy Diet,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
"No, thanks. I don't like great deals.",Popup,Misdirection,Confirmshaming,Product Page,1.0
"Someone in Paris, France just purchased a Kanpeki Knife Set",Periodic popup,Social Proof,Activity Notification,Product Page,1.0
 WWE New Arrivals ,Periodic popup,Not Dark Pattern,Not Applicable,Product Page,0.0
"Alpha BRAIN® is a dietary supplement that helps support cognitive functions, including memory, mental speed, and focus.†",$1.00 donation is default,Not Dark Pattern,Not Applicable,Cart Page,0.0
"Someone in Ampang, Malaysia just bought",Periodic popup,Social Proof,Activity Notification,Product Page,1.0
"Trey in Columbia, United States purchased Leather Cord Capsule",Periodic popup,Social Proof,Activity Notification,Product Page,1.0
"THE COMPETITION $1,299.99",19.99 becomes 38.35. Care and handling is not disclosed. The others are disclosed in small gray font.,Misdirection,Visual Interference,Product Page,1.0
ONLY 5 LEFT!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Hurry Low Stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Items will be reserved in your cart for 19:10,Does not expire,Urgency,Countdown Timer,Cart Page,1.0
1 people are viewing this currently,Product detail,Social Proof,Activity Notification,Product Page,1.0
"No thanks, I’ll skip this amazing super-saver deal. I don’t need so many beautiful textures",Popup,Misdirection,Confirmshaming,Product Page,1.0
 SAA Oil & Acrylic Brushes ,Periodic popup,Not Dark Pattern,Not Applicable,Product Page,0.0
"1 left, order now!",Product detail,Scarcity,Low-stock Message,Product Page,1.0
Vacation One Shoulder Loosen Long Sleeve Woven Dress,Product detail,Not Dark Pattern,Not Applicable,Product Page,0.0
Lip Balms & Treatments,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Price Guaranteed For DAYS/HRS/MINS/SECS,Below product image. Resets.,Urgency,Countdown Timer,Product Page,1.0
Other Applications,Product detail,Not Dark Pattern,Not Applicable,Product Page,0.0
"No thanks, I don’t want to save",Popup,Misdirection,Confirmshaming,Product Page,1.0
High Gable Sheds,Product detail,Not Dark Pattern,Not Applicable,Product Page,0.0
Wondering where to buy White Cloud products in the U.S.? Our distributor list is growing! Bookmark our list and stay tuned!,Product detail,Not Dark Pattern,Not Applicable,Cart Page,0.0
 Products ,Product detail,Not Dark Pattern,Not Applicable,Cart Page,0.0
Dressmakers Mannequins ,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Wait! YOUR CART QUALIFIES FOR 15% OFF YOUR ENTIRE ORDER. Offer Expires in: 2955,Popup,Urgency,Countdown Timer,Product Page,1.0
"No thanks, I will pay full price.",Popup,Misdirection,Confirmshaming,Product Page,1.0
 Air Purifying Plants ,Account creation,Not Dark Pattern,Not Applicable,Product Page,0.0
All Little Boys Clothing,Banner,Not Dark Pattern,Not Applicable,Product Page,0.0
 Our Story ,Add product to cart results in a popup asking you to also buy the Glasses,Not Dark Pattern,Not Applicable,Product Page,0.0
2 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
History Of The NRA,Product image,Not Dark Pattern,Not Applicable,Product Page,0.0
25% OFF* ENDS IN 00 : 12 : 27 : 15 DAYS HRS. MIN. SEC.,Below add to cart button. Hurrify.,Urgency,Countdown Timer,Product Page,1.0
Start SellingSearchWishlistAccountCartCart,Call/email to cancel membership,Not Dark Pattern,Not Applicable,Other Page,0.0
61 people have already bought that product today with 50% discount,Product detail,Social Proof,Activity Notification,Product Page,1.0
89 currently viewing,Product detail,Social Proof,Activity Notification,Product Page,1.0
Used Leica Cameras,Call to cancel,Not Dark Pattern,Not Applicable,Other Page,0.0
Purchased 8 times in the last few days.,Product image,Social Proof,Activity Notification,Product Page,1.0
"Jonathan in Syracuse, United States just bought Electric Skateboard Battery Pack 36V 10S2P 4 hours ago",Periodic popup,Social Proof,Activity Notification,Product Page,1.0
View All Bearings,Banner,Not Dark Pattern,Not Applicable,Product Page,0.0
Low in stock: only 1 left.,Product detail,Scarcity,Low-stock Message,Product Page,1.0
American Diamond Earrings,$1.00 donation is default,Not Dark Pattern,Not Applicable,Cart Page,0.0
 cm in ,Product detail,Not Dark Pattern,Not Applicable,Product Page,0.0
Personalize your doll,Banner. Shown for all products.,Misdirection,High-demand Message,Cart Page,1.0
 sales@scandinavianoutdoor.com ,Account creation,Not Dark Pattern,Not Applicable,Other Page,0.0
 Searching...,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Flat Iron,Cart,Not Dark Pattern,Not Applicable,Product Page,0.0
You can feel confident that your new box each month is helping you celebrate pregnancy and protect your bump!,Adding to cart results in insurance popup,Not Dark Pattern,Not Applicable,Cart Page,0.0
Availability: 5 items left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
"Someone from Osijek, Croatia just bought TMC CP Style Single Pistol Pouch",Periodic popup,Social Proof,Activity Notification,Product Page,1.0
 View product View SAA Standard Membership Renewal - Credit/Debit Card - One Year Only ,Product detail,Not Dark Pattern,Not Applicable,Product Page,0.0
The World Fair Trade Organization Label guarantees that People Tree follows Fair Trade best practices in our organisation.,Popup,Not Dark Pattern,Not Applicable,Product Page,0.0
Packed with Super Citrimax,Periodic popup,Not Dark Pattern,Not Applicable,Product Page,0.0
"No thanks, I don't want to look my best",Popup,Misdirection,Confirmshaming,Product Page,1.0
"Check your orders, in-store quotes & more",Product detail,Not Dark Pattern,Not Applicable,Product Page,0.0
Thermostats,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
"Want more inspiration and styling tips? Dive into The Southern Edit, Southern Tide’s lifestyle blog, and follow us on social media. ",After adding to cart you're shown a full page popup,Not Dark Pattern,Not Applicable,Product Page,0.0
The Wizard of Oz,Product image,Not Dark Pattern,Not Applicable,Product Page,0.0
"ONLY 5 LEFT, ORDER SOON!",Product detail,Scarcity,Low-stock Message,Cart Page,1.0
Prices shown for delivery to JAPAN Change delivery country,19.99 becomes 38.35. Care and handling is not disclosed. The others are disclosed in small gray font.,Not Dark Pattern,Not Applicable,Checkout Process,0.0
