text,Comment,Pattern Category,Pattern Type,Where in website?,label
"Nancy in Pennsylvania purchased 24"" Italian Sterling Silver Milano Twist Adjustable Chain",Periodic popup,Social Proof,Activity Notification,Product Page,1
Solar Powered Paw Print Ground Light,Cart,Not Dark Pattern,Activity Notification,Product Page,0
Only 1 left,Product detail,Scarcity,Low-stock Message,Product Page,1
Candy Melts,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
Romantic Ball Gown Tulle Spaghetti Sleeveless Tier Flower Dirl Dress,Periodic popup,Not Dark Pattern,Activity Notification,Product Page,0
"Abbie in Calwell, Australia purchased Shark Bite Socks about 1 hour ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
Last purchase was 18 minutes ago by someone from Dublin,Product detail,Social Proof,Activity Notification,Product Page,1
7 users have looked at this product in the past 6 minutes,Product image,Social Proof,Activity Notification,Product Page,1
Crystal Shivlingas ,Cart,Not Dark Pattern,Activity Notification,Product Page,0
Facebook icon,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
 Midleton Very Rare ,Account creation,Not Dark Pattern,Hard to Cancel,Product Page,0
Pillow & Foam Bed Wedges,Periodic popup,Not Dark Pattern,Activity Notification,Product Page,0
"Happiness is to hold flowers in both hands. Furthermore, flowers make for an integral part of all occasions and celebrations........ Read More...",Periodic popup,Not Dark Pattern,Low-stock Message,Product Page,0
 Contact Support ,Call to cancel,Not Dark Pattern,Hard to Cancel,Other Page,0
Only 7 in Stock!,Product detail,Scarcity,Low-stock Message,Product Page,1
Use the left and right arrow keys to navigate the Menu. Use the enter key to activate the submenu on a navigation item. Use escape key to close the submenu. ,Call/email to cancel,Not Dark Pattern,Hard to Cancel,Other Page,0
Score! You've Qualified for a Checkout Bonus,Popup,Misdirection,Activity Notification,Product Page,1
"Someone in Cashmere bought a 
RCM Cosworth Timing Belt Kit 99-02MY EJ20/22/251 hour ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
"No thanks, I don't like FREE stuff.",Popup,Misdirection,Confirmshaming,Product Page,1
"No thanks, I just want the item",Popup,Misdirection,Confirmshaming,Product Page,1
ONLY 1 LEFT IN STOCK,Product detail,Scarcity,Low-stock Message,Product Page,1
Trending now! Added to basket 38 times today,Product image,Social Proof,Activity Notification,Product Page,1
 Love the way you pay ,Popup,Not Dark Pattern,Confirmshaming,Product Page,0
Homeware Trends,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
Victoria Victoria Beckham,Cart,Not Dark Pattern,Pressured Selling,Product Page,0
"In stock, only 1 products left",Product detail,Scarcity,Low-stock Message,Product Page,1
LAST 1 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,1
 Rain Boots ,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
only 2 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1
"No thanks, I don't like deals.",Popup,Misdirection,Confirmshaming,Product Page,1
Exterior Accessories,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
"Size low on stock, only 1 item left",Product detail,Scarcity,Low-stock Message,Product Page,1
Strength & Functional Training,Account creation,Not Dark Pattern,Hard to Cancel,Product Page,0
8 people have this in their bag right now.,Product detail,Social Proof,Activity Notification,Product Page,1
Motion Control System,Double negative,Not Dark Pattern,Hard to Cancel,Other Page,0
11 people viewed this today!,Product detail,Social Proof,Activity Notification,Product Page,1
View All Home Accents,Banner,Not Dark Pattern,Limited-time Message,Product Page,0
SUBSCRIPTION SUCCESSFUL. THANK YOU!,Popup,Not Dark Pattern,Confirmshaming,Product Page,0
 Lawn Mowers ,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
Sale Clothing,No deadline,Not Dark Pattern,Limited-time Message,Product Page,0
 Fashion Floral Short Sleeve Dress ,Periodic popup,Not Dark Pattern,Activity Notification,Product Page,0
How about one of these hot sellers?,Adding to cart results in upselling,Misdirection,Pressured Selling,Product Page,1
Only 3 left,Product detail,Scarcity,Low-stock Message,Product Page,1
"Now 20% off, hurry limited time offer!",Product detail,Urgency,Limited-time Message,Product Page,1
Boys Red School Uniforms,Free netflix that recurs,Not Dark Pattern,Activity Notification,Product Page,0
"No thanks, I don't want a free gift.",Popup,Misdirection,Confirmshaming,Product Page,1
"Hurry! Sale Ends In:

02:59:50",Product detail,Urgency,Countdown Timer,Product Page,1
 info@chainedandable.com ,Account creation,Not Dark Pattern,Hard to Cancel,Checkout Process,0
"NO, I'D RATHER PAY FULL PRICE",Popup,Misdirection,Confirmshaming,Product Page,1
activate within 10:00,"Popup, and then sites in the lower right corner. The offer pops up again after expiration.",Urgency,Countdown Timer,Product Page,1
There is only one product left!,Product detail,Scarcity,Low-stock Message,Product Page,1
00DAYS00HOURS47MINUTES36SECONDS SALE ENDS ONCE COUNTER HITS ZERO,Product detail,Urgency,Countdown Timer,Product Page,1
SAA Standard Membership - Credit/Debit Card - Automatic Annual Fee,Email to cancel,Not Dark Pattern,Hard to Cancel,Other Page,0
 Laundry & Cleaning ,Account creation,Not Dark Pattern,Pressured Selling,Product Page,0
"Only 3 left, order soon",Product detail,Scarcity,Low-stock Message,Cart Page,1
 Entertainment Centers & TV Stands ,Account creation,Not Dark Pattern,Pressured Selling,Product Page,0
"No, I don't feel lucky",Side wheel pop-up,Misdirection,Confirmshaming,Product Page,1
STAY IN THE LOOP!,Product detail,Not Dark Pattern,Activity Notification,Product Page,0
1 left in stock. Hurry!,Product detail,Scarcity,Low-stock Message,Product Page,1
Blue Raspberry,Periodic popup,Not Dark Pattern,Activity Notification,Product Page,0
Your cart is reserved for 09:35 minutes.,Conversion pirate,Urgency,Countdown Timer,Checkout Process,1
LIMITED TIME ONLY: FREE SHIPPING TO SELECT COUNTRIES ON ORDERS OVER $100!,Banner,Urgency,Limited-time Message,Product Page,1
ONLY A FEW LEFT!,Product detail,Scarcity,Low-stock Message,Product Page,1
"No thanks, I like full price",Popup,Misdirection,Confirmshaming,Product Page,1
HIGH DEMAND,Product detail,Scarcity,High-demand Message,Product Page,1
JFN Crew Neck Floral Vacation T-Shirt/Tee,Periodic popup,Not Dark Pattern,Activity Notification,Product Page,0
ONLY A FEW LEFT,Product detail,Scarcity,Low-stock Message,Product Page,1
 Indoor Festive Lights ,Account creation,Not Dark Pattern,Hard to Cancel,Product Page,0
"EastwoodModern, sleek and enchanting, the Eastwood Collection provides comfortable seating while still looking mid-century magnificent.",Product detail,Not Dark Pattern,Activity Notification,Product Page,0
 Synthesis Alloy Collection ,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
MOST POPULAR,Product detail,Social Proof,Activity Notification,Product Page,1
"We'd like to send you weekly emails packed full of our lovely products, clearance goodies and cool stuff to win. You can unsubscribe at any time. If you DON'T want to receive these emails, please tick this box. We'd like to send you the occasional brochure so you can get a regular fix of our lovely product! You can unsubscribe at any time. If you DON'T want to receive these brochures, please tick this box. We'd like to introduce you to other brands you might love who will post you the occasional brochure. You can opt out of this at any time. If you DON'T want to receive these brochures, please tick this box.",Call to cancel,Misdirection,Hard to Cancel,Other Page,1
Occasion: Anniversary,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
8 people have viewed this product today!,Product image,Social Proof,Activity Notification,Product Page,1
30 people have purchased this item,Popup right side,Social Proof,Activity Notification,Product Page,1
Musical Toys,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
"Chelsea in Burlington, Wisconsin bought Take Out The Boat Jumpsuit, Blackabout 13 minutes ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Skin Concerns: Treats mild to moderate acne (including whiteheads, blackheads, pimples, and hormonal acne) and excess oiliness.",Popup,Not Dark Pattern,Pressured Selling,Product Page,0
Limited Time Offer!,Product detail,Urgency,Limited-time Message,Product Page,1
Events and Entertainment,Popup,Not Dark Pattern,Confirmshaming,Product Page,0
About UsNews & Articles,Adding to cart results in upselling,Not Dark Pattern,Pressured Selling,Product Page,0
Almost gone! Only 3 left In Stock,Product detail,Scarcity,Low-stock Message,Product Page,1
 Low Maintenance Plants ,Product detail,Not Dark Pattern,Low-stock Message,Product Page,0
 Men's Apparel Collection ,Periodic popup,Not Dark Pattern,Activity Notification,Product Page,0
 View All Parts ,Banner,Not Dark Pattern,Limited-time Message,Product Page,0
"We are one of the best online printing technology & solution company successfully serving local and international customers to cherish the joy, love and precious moments in life with various products. Being an instrument to spread your joy and love in a beautiful way we take pride in providing the best quality services. ",Account creation,Not Dark Pattern,Hard to Cancel,Other Page,0
3 people are looking at this product,Product detail,Social Proof,Activity Notification,Product Page,1
38 people are viewing this,Product detail,Social Proof,Activity Notification,Product Page,1
"no thanks, I don't like to save",Popup,Misdirection,Confirmshaming,Product Page,1
00 HRS 57 MINS 56 SECS,Banner,Urgency,Countdown Timer,Product Page,1
Shop all interactive whiteboards,Banner,Not Dark Pattern,Limited-time Message,Product Page,0
Sign up to stay up to date on all White Cloud news and savings!,Detail section for opt-out,Not Dark Pattern,Low-stock Message,Product Page,0
"Stacey in Saint Marys, United States purchased Extra Long (10 Ft) Fiber Cloth Sync & Charge USB Android Cable - Assorted Colors about 30 minutes ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
Hurry! Only 6 left in stock!,Product detail,Scarcity,Low-stock Message,Product Page,1
Only 1 Left in this Size!,Product detail,Scarcity,Low-stock Message,Product Page,1
These pieces are not yet in stock but will be shipped as soon as they are available. The estimated ship date will be noted on the product page.,Banner. Cart expires after countdown.,Not Dark Pattern,Countdown Timer,Cart Page,0
"Our website implements the ARIA attributes (Accessible Rich Internet Applications) technique, alongside various behavioral changes, to ensure blind users visiting with screen-readers can read, comprehend, and enjoy the website’s functions. As soon as a user with a screen-reader enters your site, they immediately receive a prompt to enter the Screen-Reader Profile so they can browse and operate your site effectively. Here’s how our website covers some of the most important screen-reader requirements:",Call/email to cancel,Not Dark Pattern,Activity Notification,Product Page,0
Only 7 left!,Product detail,Scarcity,Low-stock Message,Product Page,1
 Yearly ,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
" to resolve the issue, or ",Call to cancel subscription,Not Dark Pattern,Hard to Cancel,Other Page,0
Shop by Activity,Banner,Not Dark Pattern,Activity Notification,Product Page,0
 Home » ,Cart,Not Dark Pattern,Pressured Selling,Product Page,0
Lace Front African American Wigs,Periodic popup,Not Dark Pattern,Activity Notification,Product Page,0
SRX Remotes,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
 PAVILION LONG SLEEVE SHIRT DRESS Cornflower Stripe ,Periodic popup,Not Dark Pattern,Activity Notification,Product Page,0
"Son in Suisun City, United States purchased Commander Lex",Periodic popup,Social Proof,Activity Notification,Product Page,1
All Brands A-Z ,Banner,Not Dark Pattern,Limited-time Message,Product Page,0
Icon MTB Socks - Black/Green,Periodic popup,Not Dark Pattern,Activity Notification,Product Page,0
Focus remotes,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
3DAYS124606,Banner,Urgency,Countdown Timer,Product Page,1
"To cancel your order before it ships, call us.",Shown for all products,Obstruction,Hard to Cancel,Other Page,1
Signup for email updates from Car and Truck Remotes!,Double negative,Not Dark Pattern,Trick Questions,Product Page,0
"Easy, awesome! ready to go. Held a charge first night",Popup,Not Dark Pattern,Limited-time Message,Product Page,0
More than 752 users are adding shapewear to their cart. Is your size left?,Product detail,Social Proof,Low-stock Message,Product Page,1
Newborn & InfantYouthAdjustableFlexSnapbacksSale Items- View All -,Product detail,Not Dark Pattern,Low-stock Message,Product Page,0
Flat Top,Call to cancel membership,Not Dark Pattern,Hard to Cancel,Other Page,0
CPUs & Processors,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
Brand Directory ,Account creation,Not Dark Pattern,Hard to Cancel,Checkout Process,0
"No, I don't feel lucky.",Side wheel pop-up,Misdirection,Confirmshaming,Product Page,1
Only 2 left in stock. Make it yours.,Product detail,Scarcity,Low-stock Message,Product Page,1
"For more information about the VIP Rewards Club Membership, to purchase or terminate a membership, or to start or stop automatic renewal of a membership, contact Ross-Simons Customer Service by postal mail at: Ross-Simons, 9 Ross-Simons Drive, Cranston, Rhode Island 02920; or by email at customerservice@ross-simons.com; or by calling the VIP Rewards Club priority line at 800-835-3799.",Call to cancel,Obstruction,Hard to Cancel,Other Page,1
  ,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
"Sayeeganesh in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
Only 1 left in stock.,Product detail,Scarcity,Low-stock Message,Product Page,1
 Candy & Snacks ,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
"Only 1 left , In Stock",Product detail,Scarcity,Low-stock Message,Product Page,1
65% of our customers added Surefit protection this year.,Adds insurance by default,Social Proof,Activity Notification,Product Page,1
50% OFF for Limited Time Only!!!,Product detail,Urgency,Limited-time Message,Product Page,1
 Active Filters English English ✘ Remove Filter ,Lower left corner,Not Dark Pattern,Activity Notification,Product Page,0
HURRY! ENDS IN: 11 HRS 20 MIN 13 SEC,Product detail,Urgency,Countdown Timer,Product Page,1
"Sabrina in Paraparaumu, New Zealand purchased a SCHO-KA-KOLA Schokakola energy Chocolate caffeine snack food MRE caffeinated ",Periodic popup,Social Proof,Activity Notification,Product Page,1
YOUR CART IS ELIGIBLE FOR AN ADDITIONAL 10% OFF Including Current Promotions + Sale & Clearance 00 hours :29 minutes :26 seconds CHECK OUT NOW,Cart page. JS resets on reload. Popular countdown library (spanish).,Urgency,Countdown Timer,Cart Page,1
